application_name,platform,key_combination,title,description,category,confidence_score,extraction_method
RStudio,Windows,Ctrl,+Shift+K,+Shift+K,General,75.0,python_list_parser
RStudio,Windows,Shift,++K,++K,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+K,+Shift+K,General,75.0,python_list_parser
RStudio,Windows,Shift,++K,++K,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+I,+Alt+I,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+R,+Shift+R,General,75.0,python_list_parser
RStudio,Windows,Shift,++R,++R,General,75.0,python_list_parser
RStudio,Windows,Ctrl,Run current line/selection +,Run current line/selection +,General,75.0,python_list_parser
RStudio,Windows,Alt,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+P,+Alt+P,General,75.0,python_list_parser
RStudio,Windows,Alt,++P,++P,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+R,+Alt+R,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+B,+Alt+B,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+E,+Alt+E,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+F,+Alt+F,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+T,+Alt+T,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift++P,+Shift++P,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift++P,+Shift++P,General,75.0,python_list_parser
RStudio,Windows,Shift,+++P,+++P,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+C,+Alt+C,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+N,+Alt+N,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+G,+Alt+G,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++G,++G,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+S,+Shift+S,General,75.0,python_list_parser
RStudio,Windows,Shift,++S,++S,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Shift,++Return,++Return,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Windows,Alt,+L,+L,General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt+L,+Alt+L,General,75.0,python_list_parser
RStudio,Windows,Shift,+++L,+++L,General,75.0,python_list_parser
RStudio,Windows,Alt,+O,+O,General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt+O,+Alt+O,General,75.0,python_list_parser
RStudio,Windows,Shift,+++O,+++O,General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt+G,+Alt+G,General,75.0,python_list_parser
RStudio,Windows,Shift,+++G,+++G,General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt+J,+Alt+J,General,75.0,python_list_parser
RStudio,Windows,Shift,+++J,+++J,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,ShiftUp,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+++,+++,General,75.0,python_list_parser
RStudio,Windows,Shift,+++,+++,General,75.0,python_list_parser
RStudio,Windows,ShiftUp,+++,+++,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,ShiftDown,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+++,+++,General,75.0,python_list_parser
RStudio,Windows,Shift,+++,+++,General,75.0,python_list_parser
RStudio,Windows,ShiftDown,+++,+++,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+PgDn,+PgDn,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+PgUp,+PgUp,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+A,+Alt+A,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++A,++A,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt++A,+Alt++A,General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt++A,+Alt++A,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift++A,+Shift++A,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+. [period],+Shift+. [period],General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+. [period],+Shift+. [period],General,75.0,python_list_parser
RStudio,Windows,Ctrl,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+X,+Alt+X,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+V,+Alt+V,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+I,+I,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+C,+Shift+C,General,75.0,python_list_parser
RStudio,Windows,Shift,++C,++C,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+/,+Shift+/,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+A,+Shift+A,General,75.0,python_list_parser
RStudio,Windows,Shift,++A,++A,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift++D,+Shift++D,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift++D,+Shift++D,General,75.0,python_list_parser
RStudio,Windows,Shift,+++D,+++D,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+T,+T,General,75.0,python_list_parser
RStudio,Windows,Alt,+/,+/,General,75.0,python_list_parser
RStudio,Windows,AltUp,+/,+/,General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt+/,+Alt+/,General,75.0,python_list_parser
RStudio,Windows,AltUp,+Alt+/,+Alt+/,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+P,+P,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+P,+P,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift++E,+Shift++E,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift++E,+Shift++E,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+E,+Shift+E,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Windows,AltUp,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++,++,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Windows,AltDown,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++,++,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt++,+Alt++,General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt++,+Alt++,General,75.0,python_list_parser
RStudio,Windows,ShiftUp,+Alt++,+Alt++,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+++,+++,General,75.0,python_list_parser
RStudio,Windows,Shift,+++,+++,General,75.0,python_list_parser
RStudio,Windows,ShiftUp,+++,+++,General,75.0,python_list_parser
RStudio,Windows,Ctrl,Move Active Cursor +Alt++,Move Active Cursor +Alt++,General,75.0,python_list_parser
RStudio,Windows,Shift,Move Active Cursor +Alt++,Move Active Cursor +Alt++,General,75.0,python_list_parser
RStudio,Windows,ShiftDown,Move Active Cursor +Alt++,Move Active Cursor +Alt++,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+++,+++,General,75.0,python_list_parser
RStudio,Windows,Shift,+++,+++,General,75.0,python_list_parser
RStudio,Windows,ShiftDown,+++,+++,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+F,+F,General,75.0,python_list_parser
RStudio,Windows,Ctrl,"Win: , Linux: +G","Win: , Linux: +G",General,75.0,python_list_parser
RStudio,Windows,Shift,"Win: +, Linux:","Win: +, Linux:",General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+G,+Shift+G,General,75.0,python_list_parser
RStudio,Windows,Shift,++G,++G,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+J,+Shift+J,General,75.0,python_list_parser
RStudio,Windows,Shift,++J,++J,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+F,+Shift+F,General,75.0,python_list_parser
RStudio,Windows,Shift,++F,++F,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt++M,+Alt++M,General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt++M,+Alt++M,General,75.0,python_list_parser
RStudio,Windows,Shift,+Option++M,+Option++M,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt++R,+Alt++R,General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt++R,+Alt++R,General,75.0,python_list_parser
RStudio,Windows,Shift,+Option++R,+Option++R,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Z,+Z,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+Z,+Shift+Z,General,75.0,python_list_parser
RStudio,Windows,Shift,++Z,++Z,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+X,+X,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+C,+C,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+V,+V,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+A,+A,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+/,+/,General,75.0,python_list_parser
RStudio,Windows,CtrlLeft,+/,+/,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+/ or,+/ or,General,75.0,python_list_parser
RStudio,Windows,CtrlHome,+/ or,+/ or,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+/,+/,General,75.0,python_list_parser
RStudio,Windows,CtrlUp,+/,+/,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+D,+D,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+/,+Shift+/,General,75.0,python_list_parser
RStudio,Windows,ShiftLeft,+Shift+/,+Shift+/,General,75.0,python_list_parser
RStudio,Windows,Shift,++/,++/,General,75.0,python_list_parser
RStudio,Windows,ShiftLeft,++/,++/,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,ShiftLeft,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Shift,++,++,General,75.0,python_list_parser
RStudio,Windows,ShiftLeft,++,++,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,ShiftRight,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Shift,++,++,General,75.0,python_list_parser
RStudio,Windows,ShiftRight,++,++,General,75.0,python_list_parser
RStudio,Windows,Shift,+PageUp/PageDown,+PageUp/PageDown,General,75.0,python_list_parser
RStudio,Windows,Shift,+PageUp/,+PageUp/,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+/ or,+Shift+/ or,General,75.0,python_list_parser
RStudio,Windows,ShiftHome,+Shift+/ or,+Shift+/ or,General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt+/,+Alt+/,General,75.0,python_list_parser
RStudio,Windows,AltUp,+Alt+/,+Alt+/,General,75.0,python_list_parser
RStudio,Windows,Shift,++/,++/,General,75.0,python_list_parser
RStudio,Windows,ShiftUp,++/,++/,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Backspace,+Backspace,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++Backspace,++Backspace,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+K,+K,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+U,+U,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+U,+U,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+K,+K,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+K,+K,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Y,+Y,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Y,+Y,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+M,+Shift+M,General,75.0,python_list_parser
RStudio,Windows,Shift,++M,++M,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+U,+Alt+U,General,75.0,python_list_parser
RStudio,Windows,Ctrl,or +,or +,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+1,+1,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+1,+1,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+1,+Shift+1,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+1,+Shift+1,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+2,+2,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+2,+2,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+2,+Shift+2,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+2,+Shift+2,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+3,+3,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+3,+3,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+3,+Shift+3,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+3,+Shift+3,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+M,+Shift+M,General,75.0,python_list_parser
RStudio,Windows,Shift,++M,++M,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+4,+4,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+4,+4,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+4,+Shift+4,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+4,+Shift+4,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+5,+5,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+5,+5,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+5,+Shift+5,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+5,+Shift+5,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+6,+6,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+6,+6,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+6,+Shift+6,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+6,+Shift+6,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+7,+7,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+7,+7,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+7,+Shift+7,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+7,+Shift+7,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+8,+8,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+8,+8,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+8,+Shift+8,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+8,+Shift+8,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+9,+9,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+9,+9,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+9,+Shift+9,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+9,+Shift+9,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,Show Find in Files Results +,Show Find in Files Results +,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,Sync Editor & PDF Preview +,Sync Editor & PDF Preview +,General,75.0,python_list_parser
RStudio,Windows,Shift,"+Cmd+, [comma]","+Cmd+, [comma]",General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+K,+Shift+K,General,75.0,python_list_parser
RStudio,Windows,Shift,++K,++K,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++,++,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+F,+F,General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Windows,Shift,++,++,General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Windows,Shift,+Options+,+Options+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,"+Shift+P,","+Shift+P,",General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt++P (Firefox),+Alt++P (Firefox),General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt++P (Firefox),+Alt++P (Firefox),General,75.0,python_list_parser
RStudio,Windows,Shift,++P,++P,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+B,+Shift+B,General,75.0,python_list_parser
RStudio,Windows,Shift,++B,++B,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+L,+Shift+L,General,75.0,python_list_parser
RStudio,Windows,Shift,++L,++L,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+T,+Shift+T,General,75.0,python_list_parser
RStudio,Windows,Shift,++T,++T,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+E,+Shift+E,General,75.0,python_list_parser
RStudio,Windows,Shift,++E,++E,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+D,+Shift+D,General,75.0,python_list_parser
RStudio,Windows,Shift,++D,++D,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+D,+Alt+D,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++D,++D,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt+M,+Alt+M,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++M,++M,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+/,+/,General,75.0,python_list_parser
RStudio,Windows,CtrlUp,+/,+/,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+/,+/,General,75.0,python_list_parser
RStudio,Windows,CtrlUp,+/,+/,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Q,+Q,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Shift,++,++,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+R,+Shift+R,General,75.0,python_list_parser
RStudio,Windows,Shift,++R,++R,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+M,+Shift+M,General,75.0,python_list_parser
RStudio,Windows,Shift,++M,++M,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Shift,++,++,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Windows,Shift,++,++,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+F,+Shift+F,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++F,++F,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+E,+Shift+E,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++I,++I,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+C,+Shift+C,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++C,++C,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+V,+Shift+V,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++V,++V,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+P,+Shift+P,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++P,++P,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+S,+Shift+S,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++S,++S,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+B,+Shift+B,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++B,++B,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+U,+Shift+U,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++U,++U,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+I,+Shift+I,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++O,++O,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+T,+Shift+T,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++T,++T,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+H,+Shift+H,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++H,++H,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+/,+Shift+/,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Option+/,+Option+/,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+Alt++T,+Alt++T,General,75.0,python_list_parser
RStudio,Windows,Shift,+Alt++T,+Alt++T,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+++T,+++T,General,75.0,python_list_parser
RStudio,Windows,Shift,+++T,+++T,General,75.0,python_list_parser
RStudio,Windows,Ctrl,Speak Text Editor Location+Alt++B,Speak Text Editor Location+Alt++B,General,75.0,python_list_parser
RStudio,Windows,Shift,Speak Text Editor Location+Alt++B,Speak Text Editor Location+Alt++B,General,75.0,python_list_parser
RStudio,Windows,Ctrl,+++B,+++B,General,75.0,python_list_parser
RStudio,Windows,Shift,+++B,+++B,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+Y,+Shift+Y,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++Y,++Y,General,75.0,python_list_parser
RStudio,Windows,Alt,+Shift+2,+Shift+2,General,75.0,python_list_parser
RStudio,Windows,Ctrl,++2,++2,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
RStudio,Windows,Shift,+,+,General,75.0,python_list_parser
