application_name,platform,key_combination,title,description,category,confidence_score,extraction_method
RStudio,Unknown,End,to Line,to Line,General,75.0,python_list_parser
RStudio,Unknown,Delete,to Line Start,to Line Start,General,75.0,python_list_parser
RStudio,Unknown,Tab,(at beginning of line),(at beginning of line),General,75.0,python_list_parser
RStudio,Unknown,Tab,(at beginning of line),(at beginning of line),General,75.0,python_list_parser
RStudio,Unknown,Tab,+,+,General,75.0,python_list_parser
RStudio,Unknown,Tab,+,+,General,75.0,python_list_parser
RStudio,Unknown,up,Yank line to cursor,Yank line to cursor,General,75.0,python_list_parser
RStudio,Unknown,Insert,currently yanked,currently yanked,General,75.0,python_list_parser
RStudio,Unknown,Insert,assignment,assignment,General,75.0,python_list_parser
RStudio,Unknown,Insert,pipe operator,pipe operator,General,75.0,python_list_parser
RStudio,Unknown,F1,Action,Action,General,75.0,python_list_parser
RStudio,Unknown,F1,Action,Action,General,75.0,python_list_parser
RStudio,Unknown,F2,Action,Action,General,75.0,python_list_parser
RStudio,Unknown,F2,Action,Action,General,75.0,python_list_parser
RStudio,Unknown,Tab,or +,or +,General,75.0,python_list_parser
RStudio,Unknown,Space,or +,or +,General,75.0,python_list_parser
RStudio,Unknown,Tab,or +,or +,General,75.0,python_list_parser
RStudio,Unknown,Space,or +,or +,General,75.0,python_list_parser
RStudio,Unknown,Up,/,/,General,75.0,python_list_parser
RStudio,Unknown,Down,/,/,General,75.0,python_list_parser
RStudio,Unknown,Up,/,/,General,75.0,python_list_parser
RStudio,Unknown,Down,/,/,General,75.0,python_list_parser
RStudio,Unknown,Enter,"Accept selected candidate , , or","Accept selected candidate , , or",General,75.0,python_list_parser
RStudio,Unknown,Tab,"Accept selected candidate , , or","Accept selected candidate , , or",General,75.0,python_list_parser
RStudio,Unknown,Right,"Accept selected candidate , , or","Accept selected candidate , , or",General,75.0,python_list_parser
RStudio,Unknown,Enter,", , or",", , or",General,75.0,python_list_parser
RStudio,Unknown,Tab,", , or",", , or",General,75.0,python_list_parser
RStudio,Unknown,Right,", , or",", , or",General,75.0,python_list_parser
RStudio,Unknown,:37,"/11/22, 11 AM","/11/22, 11 AM",General,75.0,python_list_parser
RStudio,Unknown,Esc,Action,Action,General,75.0,python_list_parser
RStudio,Unknown,F7,+,+,General,75.0,python_list_parser
RStudio,Unknown,F7,+,+,General,75.0,python_list_parser
RStudio,Unknown,F1,+,+,General,75.0,python_list_parser
RStudio,Unknown,F1,+,+,General,75.0,python_list_parser
RStudio,Unknown,F1,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Unknown,F1,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Unknown,F2,+,+,General,75.0,python_list_parser
RStudio,Unknown,F2,+,+,General,75.0,python_list_parser
RStudio,Unknown,F2,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Unknown,F2,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Unknown,F5,+,+,General,75.0,python_list_parser
RStudio,Unknown,F5,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Unknown,F5,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Unknown,F6,Show Find in Files Results +,Show Find in Files Results +,General,75.0,python_list_parser
RStudio,Unknown,F6,+,+,General,75.0,python_list_parser
RStudio,Unknown,F6,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Unknown,F6,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Unknown,F8,Sync Editor & PDF Preview +,Sync Editor & PDF Preview +,General,75.0,python_list_parser
RStudio,Unknown,F8,+,+,General,75.0,python_list_parser
RStudio,Unknown,F1,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Unknown,F1,++,++,General,75.0,python_list_parser
RStudio,Unknown,F2,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Unknown,F2,++,++,General,75.0,python_list_parser
RStudio,Unknown,F3,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Unknown,F3,+Options+,+Options+,General,75.0,python_list_parser
RStudio,Unknown,:37,"/11/22, 11 AM","/11/22, 11 AM",General,75.0,python_list_parser
RStudio,Unknown,F7,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Unknown,F7,+Option+,+Option+,General,75.0,python_list_parser
RStudio,Unknown,F9,+,+,General,75.0,python_list_parser
RStudio,Unknown,F9,+,+,General,75.0,python_list_parser
RStudio,Unknown,F10,Action,Action,General,75.0,python_list_parser
RStudio,Unknown,F10,Action,Action,General,75.0,python_list_parser
RStudio,Unknown,F4,+,+,General,75.0,python_list_parser
RStudio,Unknown,F4,+,+,General,75.0,python_list_parser
RStudio,Unknown,F7,+,+,General,75.0,python_list_parser
RStudio,Unknown,F7,+,+,General,75.0,python_list_parser
RStudio,Unknown,F5,+,+,General,75.0,python_list_parser
RStudio,Unknown,F5,+,+,General,75.0,python_list_parser
RStudio,Unknown,F8,+,+,General,75.0,python_list_parser
RStudio,Unknown,F8,+,+,General,75.0,python_list_parser
RStudio,Unknown,F11,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Unknown,F11,+Option+,+Option+,General,75.0,python_list_parser
RStudio,Unknown,F12,+Alt+,+Alt+,General,75.0,python_list_parser
RStudio,Unknown,F12,+Option+,+Option+,General,75.0,python_list_parser
RStudio,Unknown,Up,+/,+/,General,75.0,python_list_parser
RStudio,Unknown,Down,+/,+/,General,75.0,python_list_parser
RStudio,Unknown,Up,+/,+/,General,75.0,python_list_parser
RStudio,Unknown,Down,+/,+/,General,75.0,python_list_parser
RStudio,Unknown,Enter,Action,Action,General,75.0,python_list_parser
RStudio,Unknown,F10,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Unknown,F10,++,++,General,75.0,python_list_parser
RStudio,Unknown,:37,"/11/22, 11 AM","/11/22, 11 AM",General,75.0,python_list_parser
RStudio,Unknown,F11,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Unknown,F11,++,++,General,75.0,python_list_parser
RStudio,Unknown,F12,+Shift+,+Shift+,General,75.0,python_list_parser
RStudio,Unknown,F12,++,++,General,75.0,python_list_parser
RStudio,Unknown,Tab,Toggle Key Always,Toggle Key Always,General,75.0,python_list_parser
RStudio,Unknown,F6,Action,Action,General,75.0,python_list_parser
RStudio,Unknown,F6,Action,Action,General,75.0,python_list_parser
RStudio,Unknown,F6,+,+,General,75.0,python_list_parser
RStudio,Unknown,F6,+,+,General,75.0,python_list_parser
