application_name,platform,key_combination,title,description,category,confidence_score,extraction_method,run_version,timestamp
IntelliJ IDEA,Windows,Alt+Shift+J,Unselect occurrence,Unselect occurrence,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Space,Basic code completion,Basic code completion,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Shift+Space,Smart code completion,Smart code completion,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Shift+Enter,Complete statement,Complete statement,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+P,Parameter info,Parameter info,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Q,Quick documentation lookup,Quick documentation lookup,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Shift+F1,External Doc,External Doc,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+mouse,Brief Info,Brief Info,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+F1,Show descriptions of error at caret,Show descriptions of error at caret,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Alt+Insert,Generate code...,Generate code...,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+O,Override methods,Override methods,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+I,Implement methods,Implement methods,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Alt+T,Surround with...,Surround with...,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+/,Comment/uncomment with line comment,Comment/uncomment with line comment,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Shift+/,Comment/uncomment with block comment,Comment/uncomment with block comment,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+W,Extend selection,Extend selection,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Shift+W,Shrink selection,Shrink selection,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Alt+Q,Context info,Context info,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Alt+Enter,Show intention actions and quick-fixes,Show intention actions and quick-fixes,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Alt+L,Reformat code,Reformat code,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Alt+O,Optimize imports,Optimize imports,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Alt+I,Auto-indent line(s),Auto-indent line(s),General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Tab,Indent selected lines,Indent selected lines,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Shift+Tab,Unindent selected lines,Unindent selected lines,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,"Ctrl+X, Shift+Delete",Cut current line to clipboard,Cut current line to clipboard,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,"Ctrl+C, Ctrl+Insert",Copy current line to clipboard,Copy current line to clipboard,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,"Ctrl+V, Shift+Insert",Paste from clipboard,Paste from clipboard,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Shift+V,Paste from recent buffers...,Paste from recent buffers...,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+D,Duplicate current line,Duplicate current line,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Y,Delete line at caret,Delete line at caret,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Shift+J,Smart line join,Smart line join,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Enter,Smart line split,Smart line split,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Shift+Enter,Start new line,Start new line,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Shift+U,Toggle case for word at caret or selected block,Toggle case for word at caret or selected block,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Shift+],Select till code block end,Select till code block end,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Shift+[,Select till code block start,Select till code block start,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Delete,Delete to word end,Delete to word end,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Backspace,Delete to word start,Delete to word start,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+NumPad+,Expand code block,Expand code block,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+NumPad-,Collapse code block,Collapse code block,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Shift+NumPad+,Expand all,Expand all,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Shift+NumPad-,Collapse all,Collapse all,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+F4,Close active editor tab,Close active editor tab,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,F5,Copy,Copy,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,F6,Move,Move,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Alt+Delete,Safe Delete,Safe Delete,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Shift+F6,Rename,Rename,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Alt+Shift+T,Refactor this,Refactor this,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+F6,Change Signature,Change Signature,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Alt+N,Inline,Inline,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Alt+M,Extract Method,Extract Method,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Alt+V,Extract Variable,Extract Variable,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Alt+F,Extract Field,Extract Field,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Alt+C,Extract Constant,Extract Constant,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Alt+P,Extract Parameter,Extract Parameter,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+N,Go to class,Go to class,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Shift+N,Go to file,Go to file,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Alt+Shift+N,Go to symbol,Go to symbol,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Alt+Right,Go to next editor tab,Go to next editor tab,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Alt+Left,Go to previous editor tab,Go to previous editor tab,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,F12,Go back to previous tool window,Go back to previous tool window,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Esc,Go to editor (from tool window),Go to editor (from tool window),General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Shift+Esc,Hide active or last active window,Hide active or last active window,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+G,Go to line,Go to line,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+E,Recent files popup,Recent files popup,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Shift+E,Recent locations popup,Recent locations popup,General,100.0,simple_ai_claude,001,20260111_122012
IntelliJ IDEA,Windows,Ctrl+Alt+Left,Navigate back,Navigate back,General,100.0,simple_ai_claude,001,20260111_122012
